VESSEL_NAME,VESSEL_NO,DIRECTION,NUM_BARGES,SOL_DATE,ARRIVAL_DATE,END_OF_LOCKAGE,TIMEZONE,MMSI,Unnamed: 0,DELAY_MINS,SEQ_NO
EMILY WEBBER,1276027,U,2,2023-09-20 20:05:00,2023-09-20 04:22:00,2023-09-20 20:55:00,CST,,244.0,943.0,-
ADDISON FAITH,1308502,U,2,2023-09-20 19:50:00,2023-09-20 04:18:00,2023-09-20 20:00:00,CST,,245.0,932.0,-
STEVE ALLEY,1322117,U,3,2023-09-20 19:30:00,2023-09-19 19:26:00,2023-09-20 19:45:00,CST,,246.0,0.0,-
RANDOLPH C,1261475,D,3,2023-09-20 18:45:00,2023-09-19 19:35:00,2023-09-20 18:55:00,CST,,247.0,0.0,-
UNCLE NU (TOW),0624234,U,4,2023-09-20 18:20:00,2023-09-19 18:11:00,2023-09-20 18:30:00,CST,,248.0,1449.0,-
RELENTLESS,0631130,D,3,2023-09-20 17:15:00,2023-09-19 17:50:00,2023-09-20 17:25:00,CST,,249.0,0.0,-
NICHOLAS (TOW 2014) 65X28,1251897,D,1,2023-09-20 16:40:00,2023-09-19 22:08:00,2023-09-20 17:00:00,CST,,250.0,1112.0,-
MISS MICHELLE (TOW),0522324,D,1,2023-09-19 23:40:00,2023-09-19 15:56:00,2023-09-19 23:50:00,CST,,251.0,464.0,-
ST CHARLES (TOW)76X35,1230767,D,3,2023-09-19 23:00:00,2023-09-19 13:19:00,2023-09-19 23:35:00,CST,,252.0,581.0,-
HENRY J SOUDELIER III ( TOW ),1195775,D,2,2023-09-19 22:00:00,2023-09-19 11:31:00,2023-09-19 22:35:00,CST,,253.0,629.0,-
RESPONDER,0543900,U,3,2023-09-19 19:40:00,2023-09-19 09:13:00,2023-09-19 20:00:00,CST,,254.0,0.0,-
BELL,1186064,U,2,2023-09-19 18:45:00,2023-09-19 11:21:00,2023-09-19 19:10:00,CST,,255.0,444.0,-
INTRA RECOIL(TOW),0533346,U,2,2023-09-19 18:15:00,2023-09-19 11:43:00,2023-09-19 18:40:00,CST,,256.0,392.0,-
ALICE GOLDING,1253566,D,2,2023-09-19 18:05:00,2023-09-19 09:02:00,2023-09-19 18:15:00,CST,,257.0,543.0,-
CALIFORNIA CHROME (TOW 2019),1292966,D,3,2023-09-19 17:35:00,2023-09-19 08:58:00,2023-09-19 18:00:00,CST,,258.0,0.0,-
ROGER WILLIAMSON,1263519,D,2,,2023-10-13 06:49:00,,CST,,259.0,18.0,2
RIVERS C,1046750,U,1,,2023-10-13 06:32:00,,CST,,260.0,35.0,1
RESOLUTION (TOW),629784,D,6,,2023-10-13 05:46:00,,CST,,261.0,81.0,0
DAHLI BROOKE,1248795,D,1,2023-10-13 06:05:00,2023-10-13 00:44:00,2023-10-13 06:35:00,CST,,262.0,321.0,-
LYDIA  (TOW 1994) 79X28,1028379,U,3,2023-10-13 05:25:00,2023-10-13 04:08:00,2023-10-13 06:05:00,CST,,263.0,77.0,-
CAPT. KIRK COLLETTI,1213534,D,2,2023-10-13 05:00:00,2023-10-12 23:59:00,2023-10-13 05:25:00,CST,,264.0,301.0,-
MAC ANDREW MCKINNEY (TOW),1234978,U,2,2023-10-13 04:40:00,2023-10-13 03:29:00,2023-10-13 04:55:00,CST,,265.0,0.0,-
THERESA B (TOW),561744,D,0,2023-10-13 04:02:00,2023-10-13 04:01:00,2023-10-13 04:20:00,CST,,266.0,1.0,-
LAVACA (TOW 2013) 85X35,1249710,U,1,2023-10-13 02:28:00,2023-10-13 02:27:00,2023-10-13 02:50:00,CST,,267.0,1.0,-
REPOSE,1041355,U,3,2023-10-13 02:10:00,2023-10-13 00:05:00,2023-10-13 02:25:00,CST,,268.0,0.0,-
DELACROIX,1256869,U,1,2023-10-13 01:00:00,2023-10-12 23:59:00,2023-10-13 01:25:00,CST,,269.0,61.0,-
JAIME DEVALL (TOW),612327,D,2,2023-10-13 00:50:00,2023-10-12 20:05:00,2023-10-13 01:00:00,CST,,270.0,285.0,-
WIDGEON (TOW 2008) 54X28,1225745,D,1,2023-10-13 00:30:00,2023-10-12 17:57:00,2023-10-13 00:45:00,CST,,271.0,393.0,-
CAPT NILES SHOEMAKER,1239879,D,2,2023-10-12 23:10:00,2023-10-12 17:37:00,2023-10-13 00:25:00,CST,,272.0,333.0,-
SANDRA LEIGH IVEY,1292801,U,2,2023-10-12 22:40:00,2023-10-12 20:46:00,2023-10-12 23:10:00,CST,,273.0,114.0,-
GOOD SHEPHERD ( TOW ),1209074,U,2,2023-10-12 22:20:00,2023-10-12 20:44:00,2023-10-12 22:35:00,CST,,274.0,96.0,-
RICHARD B(TOW) 55X22,568300,D,0,2023-10-12 22:15:00,2023-10-12 22:09:00,2023-10-12 22:20:00,CST,,275.0,6.0,-
CAPT DOUG WRIGHT,1202864,U,3,2023-10-12 22:00:00,2023-10-12 20:28:00,2023-10-12 22:15:00,CST,,276.0,0.0,-
SHELL BEACH,1243598,U,2,2023-10-12 21:30:00,2023-10-12 19:04:00,2023-10-12 21:40:00,CST,,277.0,146.0,-
ENDURANCE (TOW 2011)81X30,1232349,U,2,2023-10-12 21:15:00,2023-10-12 17:14:00,2023-10-12 21:30:00,CST,,278.0,241.0,-
RICHARD B(TOW) 55X22,568300,D,0,2023-10-12 20:55:00,2023-10-12 20:48:00,2023-10-12 21:10:00,CST,,279.0,0.0,-
LLANO (TOW 2012) 84X32,1236229,U,2,2023-10-12 20:30:00,2023-10-12 17:11:00,2023-10-12 20:55:00,CST,,280.0,199.0,-
RICHARD B(TOW) 55X22,568300,D,0,2023-10-12 20:20:00,2023-10-12 20:16:00,2023-10-12 20:30:00,CST,,281.0,4.0,-
DISCOVERY ,1225821,U,2,2023-10-12 20:05:00,2023-10-12 15:59:00,2023-10-12 20:20:00,CST,,282.0,246.0,-
PONTCHARTRAIN,1259051,U,2,2023-10-12 19:40:00,2023-10-12 15:43:00,2023-10-12 20:00:00,CST,,283.0,237.0,-
RICHARD B(TOW) 55X22,568300,D,0,2023-10-12 19:35:00,2023-10-12 19:22:00,2023-10-12 19:40:00,CST,,284.0,13.0,-
AMERICAN PR0GRESS,1265757,U,1,2023-10-12 19:25:00,2023-10-12 14:00:00,2023-10-12 19:35:00,CST,,285.0,325.0,-
CAPTAIN RAPHAEL (TOW 1980),622432,U,2,2023-10-12 19:10:00,2023-10-12 10:42:00,2023-10-12 19:20:00,CST,,286.0,508.0,-
RICHARD B(TOW) 55X22,568300,D,0,2023-10-12 19:03:00,2023-10-12 19:01:00,2023-10-12 19:10:00,CST,,287.0,2.0,-
EVERARD DUPRE,1269035,U,2,2023-10-12 18:45:00,2023-10-12 09:38:00,2023-10-12 19:00:00,CST,,288.0,547.0,-
JANE ANN BLESSEY (TOW),1111657,U,2,2023-10-12 18:30:00,2023-10-12 07:53:00,2023-10-12 18:40:00,CST,,289.0,637.0,-
THERESA B (TOW),561744,D,0,2023-10-12 18:20:00,2023-10-12 18:03:00,2023-10-12 18:30:00,CST,,290.0,17.0,-
SHANNON MARY (TOW) 80X32,1255674,U,3,2023-10-12 18:00:00,2023-10-12 07:35:00,2023-10-12 18:20:00,CST,,291.0,625.0,-
RICHARD B(TOW) 55X22,568300,D,0,2023-10-12 17:50:00,2023-10-12 17:48:00,2023-10-12 18:00:00,CST,,292.0,2.0,-
RICHARD B(55X22),5681300,U,0,2023-10-12 16:25:00,2023-10-12 16:22:00,2023-10-12 16:30:00,CST,,293.0,3.0,-
ALYS,1233341,D,2,2023-10-12 16:00:00,2023-10-12 13:58:00,2023-10-12 16:25:00,CST,,294.0,122.0,-
LOUIE C (TOW),1216714,D,1,2023-10-12 15:35:00,2023-10-12 12:35:00,2023-10-12 15:55:00,CST,,295.0,180.0,-
RESPONDER,543900,D,3,2023-10-12 15:20:00,2023-10-12 12:38:00,2023-10-12 15:30:00,CST,,296.0,0.0,-
GW DUNN,578286,U,0,2023-10-12 14:55:00,2023-10-12 07:00:00,2023-10-12 15:05:00,CST,,297.0,475.0,-
RICHARD B(55X22),5681300,U,0,2023-09-23 07:21:00,2023-09-23 07:20:00,2023-09-23 07:30:00,CST,,298.0,1.0,-
AL CENAC,1316302,D,4,2023-09-23 06:35:00,2023-09-23 02:13:00,2023-09-23 06:55:00,CST,,299.0,0.0,-
RANDY ECKSTEIN (TOW 153X45),0539889,U,4,2023-09-23 04:35:00,2023-09-23 02:05:00,2023-09-23 05:00:00,CST,,300.0,0.0,-
FRITZ BLESSEY (TOW 2006) 82X30,1181185,D,2,2023-09-23 02:55:00,2023-09-23 02:14:00,2023-09-23 03:25:00,CST,,301.0,41.0,-
RICHARD B(TOW) 55X22,0568300,U,0,2023-09-23 02:45:00,2023-09-23 02:44:00,2023-09-23 02:55:00,CST,,302.0,1.0,-
DRUE ARAMISE,1307051,D,5,2023-09-23 02:20:00,2023-09-23 02:06:00,2023-09-23 02:45:00,CST,,303.0,14.0,-
STEVE ALLEY (TOW 56X22),0506179,D,3,2023-09-23 02:00:00,2023-09-22 10:43:00,2023-09-23 02:15:00,CST,,304.0,0.0,-
LILLIANNE D,1301272,D,2,2023-09-23 01:25:00,2023-09-22 15:58:00,2023-09-23 01:35:00,CST,,305.0,567.0,-
SOUTHERN BELLE  (TOW),0516701,D,3,2023-09-23 01:05:00,2023-09-22 07:47:00,2023-09-23 01:20:00,CST,,306.0,0.0,-
KYLE SMITH,1308580,D,3,2023-09-23 00:00:00,2023-09-22 09:43:00,2023-09-23 00:45:00,CST,,307.0,857.0,-
RYAN    (TOW 2002) 86X30,1130859,U,2,2023-09-22 20:45:00,2023-09-22 18:58:00,2023-09-22 21:25:00,CST,,308.0,107.0,-
THERESA B (TOW),0561744,D,0,2023-09-22 20:38:00,2023-09-22 20:37:00,2023-09-22 20:45:00,CST,,309.0,1.0,-
SARAH (TOW 1996),1046751,U,2,2023-09-22 20:15:00,2023-09-22 12:50:00,2023-09-22 20:35:00,CST,,310.0,445.0,-
COTTLE (TOW 2019) 85X32,1291739,U,2,2023-09-22 19:45:00,2023-09-22 09:12:00,2023-09-22 20:10:00,CST,,311.0,633.0,-
EL PASO (TOW),0538582,U,2,2023-09-22 19:00:00,2023-09-22 07:19:00,2023-09-22 19:40:00,CST,,312.0,701.0,-
TAMPA (TOW 2012),1240073,D,1,2023-09-22 18:45:00,2023-09-22 07:21:00,2023-09-22 19:00:00,CST,,313.0,684.0,-
INTRA RECOIL(TOW),0533346,D,2,2023-09-22 18:20:00,2023-09-22 05:15:00,2023-09-22 18:40:00,CST,,314.0,785.0,-
MISS AIMEE (TOW),0635024,D,1,2023-09-22 11:06:00,2023-09-22 11:05:00,2023-09-22 11:07:00,CST,,315.0,1.0,-
TIM TAUZIN (TOW 52X20),1048911,U,0,2023-09-22 08:01:00,2023-09-22 08:00:00,2023-09-22 08:06:00,CST,,316.0,1.0,-
MIKE MITCHELL,624349,D,6,,2023-10-06 06:40:00,,CST,,317.0,87.0,10
ALPHA DOUCET,1237048,D,2,,2023-10-06 06:03:00,,CST,,318.0,124.0,9
SEA HOG (TOW),621554,D,1,,2023-10-06 05:54:00,,CST,,319.0,133.0,8
JOSSET   (TOW 56X23),1116940,D,2,,2023-10-06 05:54:00,,CST,,320.0,133.0,7
OVIDE J  (TOW 1998) 76X28,1070283,U,2,,2023-10-06 05:53:00,,CST,,321.0,134.0,6
WIDGEON (TOW 2008) 54X28,1225745,U,1,,2023-10-06 05:53:00,,CST,,322.0,134.0,5
STEVE RICHOUX (TOW),568988,D,6,,2023-10-06 04:14:00,,CST,,323.0,233.0,1
PHILIP (TOW 1995),1033117,U,2,,2023-10-06 03:30:00,,CST,,324.0,277.0,3
GEORGE W BANTA (TOW),266928,U,6,,2023-10-06 01:23:00,,CST,,325.0,404.0,2
SID MOLLER (TOW 2009),1216426,D,2,,2023-10-05 12:46:00,,CST,,326.0,1161.0,STBY
CC CENAC,1244294,U,1,2023-10-06 06:35:00,2023-10-06 01:30:00,2023-10-06 06:45:00,CST,,327.0,305.0,-
PORT MANSFIELD,1262416,U,2,2023-10-06 06:15:00,2023-10-05 21:55:00,2023-10-06 06:30:00,CST,,328.0,500.0,-
THREE RIVERS (TOW 2013) 78X34,1250092,U,2,2023-10-06 05:40:00,2023-10-05 16:41:00,2023-10-06 06:10:00,CST,,329.0,779.0,-
THERESA B (TOW),561744,D,0,2023-10-06 05:30:00,2023-10-06 05:20:00,2023-10-06 05:40:00,CST,,330.0,10.0,-
EMILEE ALEXIS (TOW),518267,U,2,2023-10-06 05:10:00,2023-10-05 16:28:00,2023-10-06 05:30:00,CST,,331.0,762.0,-
HUGH S MONSTED (TOW),1151737,U,1,2023-10-06 04:50:00,2023-10-05 15:01:00,2023-10-06 05:05:00,CST,,332.0,829.0,-
THERESA B (TOW),561744,D,0,2023-10-06 04:46:00,2023-10-06 04:45:00,2023-10-06 04:50:00,CST,,333.0,0.0,-
ISIDORE (TOW 1999),1087086,U,2,2023-10-06 04:25:00,2023-10-05 14:09:00,2023-10-06 04:40:00,CST,,334.0,856.0,-
THERESA B (TOW),561744,D,0,2023-10-06 04:21:00,2023-10-06 04:20:00,2023-10-06 04:25:00,CST,,335.0,0.0,-
PIERRE BILLIOT,1296760,U,2,2023-10-06 04:00:00,2023-10-05 11:20:00,2023-10-06 04:15:00,CST,,336.0,1000.0,-
THERESA B (TOW),561744,D,0,2023-10-06 03:37:00,2023-10-06 03:36:00,2023-10-06 04:00:00,CST,,337.0,1.0,-
CHRISTINE (TOW 2004),1165438,U,2,2023-10-06 02:35:00,2023-10-05 07:33:00,2023-10-06 03:35:00,CST,,338.0,1142.0,-
RICHARD B(55X22),5681300,D,0,2023-10-06 02:23:00,2023-10-06 02:22:00,2023-10-06 02:35:00,CST,,339.0,1.0,-
CAPT DOUG WRIGHT,1202864,D,2,2023-10-06 02:15:00,2023-10-06 01:00:00,2023-10-06 02:20:00,CST,,340.0,75.0,-
CAROLE L BRENT,1195776,D,1,2023-10-06 02:00:00,2023-10-06 00:15:00,2023-10-06 02:10:00,CST,,341.0,105.0,-
ROY MICHAEL (TOW 2015) 75X30,1263752,D,2,2023-10-06 01:00:00,2023-10-05 20:56:00,2023-10-06 01:55:00,CST,,342.0,244.0,-
MAGNOLIA,530803,D,2,2023-10-06 00:30:00,2023-10-05 14:58:00,2023-10-06 00:55:00,CST,,343.0,572.0,-
CAROL M OTT (TOW),1071633,D,2,2023-10-05 23:40:00,2023-10-05 16:34:00,2023-10-06 00:25:00,CST,,344.0,426.0,-
PARKER JAMES (TOW 72' X 30'),1276020,D,3,2023-10-05 23:10:00,2023-10-05 14:03:00,2023-10-05 23:35:00,CST,,345.0,547.0,-
ERNEST YANCEY,1236144,D,2,2023-10-05 22:45:00,2023-10-05 13:55:00,2023-10-05 23:05:00,CST,,346.0,530.0,-
EDWARD JONES JR (TOW 2011),1236733,D,2,2023-10-05 21:55:00,2023-10-05 10:32:00,2023-10-05 22:40:00,CST,,347.0,683.0,-
CAPT JAMES (TOW 2015) 78X34,1259533,D,2,2023-10-05 21:05:00,2023-10-04 19:44:00,2023-10-05 21:50:00,CST,,348.0,1521.0,-
RICHARD B(55X22),5681300,U,0,2023-10-05 21:00:00,2023-10-05 20:59:00,2023-10-05 21:05:00,CST,,349.0,1.0,-
RITA (TOW),544740,D,2,2023-10-05 20:40:00,2023-10-04 19:00:00,2023-10-05 20:45:00,CST,,350.0,0.0,-
THERESA B (TOW),561744,U,0,2023-10-05 20:10:00,2023-10-05 19:59:00,2023-10-05 20:15:00,CST,,351.0,11.0,-
BOBBY JONES (TOW),502672,D,3,2023-10-05 19:30:00,2023-10-04 18:24:00,2023-10-05 20:10:00,CST,,352.0,1506.0,-
T H KELLY (TOW),693109,D,3,2023-10-05 19:20:00,2023-10-04 19:01:00,2023-10-05 19:25:00,CST,,353.0,0.0,-
SAN BLAS (TOW 2007),1195049,U,2,2023-10-05 16:48:00,2023-10-05 06:06:00,2023-10-05 17:35:00,CST,,354.0,642.0,-
THERESA B (TOW),561744,D,0,2023-10-05 16:44:00,2023-10-05 16:40:00,2023-10-05 16:48:00,CST,,355.0,4.0,-
SYDNEY ANN (TOW),1184206,U,2,2023-10-05 16:29:00,2023-10-04 21:55:00,2023-10-05 16:44:00,CST,,356.0,1114.0,-
THERESA B (TOW),561744,D,0,2023-10-05 16:22:00,2023-10-05 16:05:00,2023-10-05 16:29:00,CST,,357.0,17.0,-
RAY CHIEF TONEY (TOW 2015),1265939,U,2,2023-10-05 15:10:00,2023-10-05 01:50:00,2023-10-05 16:22:00,CST,,358.0,800.0,-
RICHARD B(TOW) 55X22,568300,D,0,2023-10-05 15:02:00,2023-10-05 14:52:00,2023-10-05 15:10:00,CST,,359.0,10.0,-
AL CENAC,1316302,U,3,2023-10-05 14:25:00,2023-10-04 05:49:00,2023-10-05 15:02:00,CST,,360.0,1956.0,-
CHARLES E MARTIN (TOW),1107227,D,0,2023-10-05 14:15:00,2023-10-05 11:32:00,2023-10-05 14:25:00,CST,,361.0,163.0,-
CSS SHENANDOAH (TOW 2019),1300154,U,2,2023-10-05 14:05:00,2023-10-05 00:19:00,2023-10-05 14:15:00,CST,,362.0,826.0,-
JONES (TOW),1211510,D,2,2023-10-05 09:00:00,2023-10-04 11:26:00,2023-10-05 09:30:00,CST,,363.0,1294.0,-
AMAZING GRACE (TOW 1958),277588,U,2,2023-10-05 07:10:00,2023-10-04 20:48:00,2023-10-05 07:20:00,CST,,364.0,0.0,-
THERESA B (TOW),561744,D,0,2023-10-05 06:36:00,2023-10-05 06:30:00,2023-10-05 06:41:00,CST,,365.0,6.0,-
PAT CENAC,1303152,U,2,2023-10-05 06:20:00,2023-10-04 18:50:00,2023-10-05 06:36:00,CST,,366.0,690.0,-
THERESA B (TOW),561744,D,0,2023-10-05 06:12:00,2023-10-05 05:39:00,2023-10-05 06:20:00,CST,,367.0,33.0,-
CAPT PIC NAQUIN (TOW 2011),1230958,U,2,2023-10-05 05:35:00,2023-10-04 16:55:00,2023-10-05 06:12:00,CST,,368.0,760.0,-
RALPH RENFRO (TOW 2012) 84X32,1243956,U,2,2023-10-05 04:55:00,2023-10-04 16:37:00,2023-10-05 05:30:00,CST,,369.0,738.0,-
THERESA B (TOW),561744,D,0,2023-10-05 04:50:00,2023-10-05 04:35:00,2023-10-05 04:55:00,CST,,370.0,0.0,-
MACK AMON,1279906,U,2,2023-10-05 04:15:00,2023-10-04 15:08:00,2023-10-05 04:50:00,CST,,371.0,787.0,-
MISS KIMBERLY,1333893,U,2,2023-10-05 04:00:00,2023-10-04 10:52:00,2023-10-05 04:10:00,CST,,372.0,1028.0,-
THERESA B (TOW),561744,D,0,2023-10-05 03:50:00,2023-10-05 03:40:00,2023-10-05 04:00:00,CST,,373.0,0.0,-
MISS CARTER W,1334369,U,2,2023-10-05 03:30:00,2023-10-04 09:00:00,2023-10-05 03:50:00,CST,,374.0,1110.0,-
RICHARD B(55X22),5681300,D,0,2023-10-05 03:21:00,2023-10-05 03:20:00,2023-10-05 03:30:00,CST,,375.0,1.0,-
POINT A LA HACHE,1265682,U,2,2023-10-05 02:15:00,2023-10-04 05:56:00,2023-10-05 03:15:00,CST,,376.0,1219.0,-
RICHARD B(55X22),5681300,D,0,2023-10-05 02:11:00,2023-10-05 02:10:00,2023-10-05 02:15:00,CST,,377.0,0.0,-
HONDO (TOW95X35),1217767,U,3,2023-10-05 01:45:00,2023-10-04 05:46:00,2023-10-05 02:05:00,CST,,378.0,0.0,-
HOUSTON FORET (TOW 1981) 57X24,633661,D,1,2023-10-05 01:00:00,2023-10-04 18:10:00,2023-10-05 01:15:00,CST,,379.0,410.0,-
PINTAIL (TOW 2009) 57X28,1225748,D,1,2023-10-05 00:20:00,2023-10-04 14:15:00,2023-10-05 00:55:00,CST,,380.0,605.0,-
SHERIDAN A,1251629,D,2,2023-10-04 23:50:00,2023-10-04 14:05:00,2023-10-05 00:15:00,CST,,381.0,585.0,-
NOLAN RHODES (TOW 2014) 83X34,1251937,D,2,2023-10-04 23:20:00,2023-10-04 11:46:00,2023-10-04 23:45:00,CST,,382.0,694.0,-
INTRA RECOIL(TOW),533346,D,3,2023-10-04 22:00:00,2023-10-04 09:10:00,2023-10-04 23:15:00,CST,,383.0,770.0,-
RICHARD B(55X22),5681300,U,0,2023-10-04 21:53:00,2023-10-04 21:52:00,2023-10-04 22:00:00,CST,,384.0,1.0,-
CSS SHENANDOAH (TOW 2019),1300154,D,3,2023-10-04 21:20:00,2023-10-04 09:03:00,2023-10-04 21:35:00,CST,,385.0,737.0,-
LESLIE (TOW 73X31),1218576,D,3,2023-10-04 21:10:00,2023-10-04 06:07:00,2023-10-04 21:15:00,CST,,386.0,0.0,-
LYDIA  (TOW 1994) 79X28,1028379,D,3,2023-10-04 20:20:00,2023-10-04 06:03:00,2023-10-04 20:50:00,CST,,387.0,857.0,-
KYLE SMITH,1308580,D,3,2023-10-04 17:05:00,2023-10-04 05:38:00,2023-10-04 18:00:00,CST,,388.0,687.0,-
DODSON THORNTON,266269,U,3,2023-10-04 16:55:00,2023-10-04 05:44:00,2023-10-04 17:05:00,CST,,389.0,0.0,-
MADISON STONE (TOW 1980),628317,U,0,2023-10-04 15:55:00,2023-10-04 09:42:00,2023-10-04 16:00:00,CST,,390.0,373.0,-
THERESA B (TOW),561744,D,0,2023-10-04 15:49:00,2023-10-04 15:48:00,2023-10-04 15:55:00,CST,,391.0,1.0,-
CHOCTAW (TOW),971260,U,2,2023-10-04 06:16:00,2023-10-04 03:12:00,2023-10-04 06:40:00,CST,,392.0,184.0,-
RICHARD B(TOW) 55X22,568300,D,0,2023-10-04 06:12:00,2023-10-04 06:11:00,2023-10-04 06:16:00,CST,,393.0,1.0,-
ANITA EVE SHARP  (TOW 1985),680357,U,3,2023-10-04 05:25:00,2023-10-04 02:34:00,2023-10-04 05:35:00,CST,,394.0,0.0,-
THERESA B (TOW),561744,D,0,2023-10-04 03:59:00,2023-10-04 03:58:00,2023-10-04 04:05:00,CST,,395.0,1.0,-
CROSBY EXPLORER (TOW),633881,D,1,2023-10-04 03:20:00,2023-10-04 02:32:00,2023-10-04 03:50:00,CST,,396.0,48.0,-
OVIDE J  (TOW 1998) 76X28,1070283,D,1,2023-10-04 02:50:00,2023-10-04 02:15:00,2023-10-04 03:15:00,CST,,397.0,35.0,-
LAURENCE M GONSOULIN (TOW 2014,1252652,U,3,2023-10-04 02:09:00,2023-10-04 02:08:00,2023-10-04 02:50:00,CST,,398.0,1.0,-
RICHARD B(55X22),5681300,D,0,2023-10-04 01:41:00,2023-10-04 01:40:00,2023-10-04 02:00:00,CST,,399.0,1.0,-
KEVIN ALLEN ,1273624,U,2,2023-10-04 00:25:00,2023-10-04 00:04:00,2023-10-04 01:05:00,CST,,400.0,21.0,-
RICHARD B(55X22),5681300,D,0,2023-10-04 00:08:00,2023-10-04 00:07:00,2023-10-04 00:25:00,CST,,401.0,0.0,-
RICHARD  (TOW 2008),1212306,D,2,2023-10-03 23:05:00,2023-10-03 20:50:00,2023-10-03 23:30:00,CST,,402.0,135.0,-
BAILEY B,1250234,D,1,2023-10-03 22:45:00,2023-10-03 18:42:00,2023-10-03 23:00:00,CST,,403.0,243.0,-
CAPT. KIRK COLLETTI,1213534,U,2,2023-10-03 20:50:00,2023-10-03 19:33:00,2023-10-03 21:15:00,CST,,404.0,77.0,-
THERESA B (TOW),561744,D,0,2023-10-03 20:45:00,2023-10-03 20:35:00,2023-10-03 20:50:00,CST,,405.0,10.0,-
ASPEN (TOW 2016) 75X34,1270614,U,2,2023-10-03 20:20:00,2023-10-03 17:18:00,2023-10-03 20:45:00,CST,,406.0,182.0,-
RICHARD B(55X22),5681300,D,0,2023-10-03 20:15:00,2023-10-03 20:10:00,2023-10-03 20:20:00,CST,,407.0,5.0,-
PADDY (TOW 1996),1040254,U,2,2023-10-03 19:55:00,2023-10-03 13:55:00,2023-10-03 20:15:00,CST,,408.0,360.0,-
RICHARD B(55X22),5681300,D,0,2023-10-03 19:50:00,2023-10-03 19:45:00,2023-10-03 19:55:00,CST,,409.0,0.0,-
JOHN DEMPSEY,1251693,U,2,2023-10-03 19:25:00,2023-10-03 12:28:00,2023-10-03 19:50:00,CST,,410.0,417.0,-
MIKE BECHTOLD ,586008,U,3,2023-10-03 19:05:00,2023-10-03 12:24:00,2023-10-03 19:20:00,CST,,411.0,0.0,-
SETH D (TOW 1981) 61X26,634990,D,2,2023-10-03 18:20:00,2023-10-03 09:35:00,2023-10-03 18:35:00,CST,,412.0,0.0,-
JOYCE MAXINE (TOW 2006) 70X28,1182602,D,2,2023-10-03 17:20:00,2023-10-03 12:32:00,2023-10-03 17:50:00,CST,,413.0,288.0,-
CAPT DOUG WRIGHT,1202864,U,3,2023-10-03 17:00:00,2023-10-03 09:26:00,2023-10-03 17:15:00,CST,,414.0,0.0,-
ALMA GRACE,1321735,D,1,2023-10-03 16:05:00,2023-10-03 10:53:00,2023-10-03 16:15:00,CST,,415.0,312.0,-
RIO GRANDE,1248275,D,1,2023-10-03 15:40:00,2023-10-03 09:23:00,2023-10-03 16:00:00,CST,,416.0,377.0,-
CAPT PIC NAQUIN (TOW 2011),1230958,U,2,,2023-10-25 06:20:00,,CST,,417.0,77.0,11
RESPONDER,543900,U,6,,2023-10-25 05:26:00,,CST,,418.0,131.0,10
SAINT CHARLES (TOW 2009),1223316,U,2,,2023-10-25 04:49:00,,CST,,419.0,168.0,9
MARTIN CHALLENGER (TOW),1051672,U,2,,2023-10-25 04:46:00,,CST,,420.0,171.0,8
STEVE RICHOUX (TOW),568988,U,6,,2023-10-25 04:35:00,,CST,,421.0,182.0,7
LAFITTE,1242386,D,2,,2023-10-25 03:34:00,,CST,,422.0,243.0,6
UNCLE NU (TOW),624234,D,6,,2023-10-25 01:43:00,,CST,,423.0,354.0,5
BOBBY JONES (TOW),502672,D,3,,2023-10-25 01:37:00,,CST,,424.0,360.0,4
GEORGE ROWE (TOW),912893,U,4,,2023-10-24 20:46:00,,CST,,425.0,651.0,3
DODSON THORNTON,266269,D,6,,2023-10-24 20:04:00,,CST,,426.0,693.0,2
JUDY S FRIED (TOW),1165345,U,2,,2023-10-24 16:35:00,,CST,,427.0,902.0,1
EVERETT C (TOW 2018) 72X30,1281643,U,2,2023-10-25 06:25:00,2023-10-24 13:34:00,2023-10-25 07:20:00,CST,,428.0,1011.0,-
LINDA HUGHES FARLEY,1273622,D,2,2023-10-25 05:50:00,2023-10-24 20:21:00,2023-10-25 06:25:00,CST,,429.0,569.0,-
REPOSE,1041355,U,3,2023-10-25 05:05:00,2023-10-24 11:24:00,2023-10-25 05:20:00,CST,,430.0,0.0,-
MISS CAROLINE (TOW 2014),1250509,D,2,2023-10-25 03:10:00,2023-10-24 19:46:00,2023-10-25 03:35:00,CST,,431.0,444.0,-
TERRY H,1252433,D,2,2023-10-25 02:40:00,2023-10-24 17:48:00,2023-10-25 03:05:00,CST,,432.0,532.0,-
CHARLIE C (TOW),544273,U,3,2023-10-25 02:25:00,2023-10-24 08:59:00,2023-10-25 02:40:00,CST,,433.0,0.0,-
SPINDLETOP (TOW 2011),1233372,D,2,2023-10-25 01:15:00,2023-10-24 14:03:00,2023-10-25 01:35:00,CST,,434.0,672.0,-
ANITA EVE SHARP  (TOW 1985),680357,D,3,2023-10-25 01:00:00,2023-10-24 17:43:00,2023-10-25 01:10:00,CST,,435.0,0.0,-
EVERARD DUPRE,1269035,D,2,2023-10-24 23:55:00,2023-10-24 12:37:00,2023-10-25 00:40:00,CST,,436.0,678.0,-
HARRISON,1214850,D,2,2023-10-24 23:25:00,2023-10-24 09:14:00,2023-10-24 23:50:00,CST,,437.0,851.0,-
