VESSEL_NAME,VESSEL_NO,DIRECTION,NUM_BARGES,ARRIVAL_DATE,TIMEZONE,MMSI,SOL_DATE,END_OF_LOCKAGE,Unnamed: 0,DELAY_MINS,SEQ_NO
GOVERNOR MIKE HUCKABEE 80X30,1236450,U,2,2023-10-01 17:53:00,CST,,2023-10-01 19:38:00,2023-10-01 19:58:00,235.0,105.0,-
MISS PEYTON,633411,D,2,2023-10-01 10:21:00,CST,,2023-10-01 19:02:00,2023-10-01 19:20:00,236.0,521.0,-
SAN SALVADOR (TOW 2014) 83X32,1251397,D,2,2023-10-01 18:03:00,CST,,2023-10-01 18:42:00,2023-10-01 19:00:00,237.0,39.0,-
CAPT JIMMY WARREN (TOW 2016),1265940,D,2,2023-10-01 17:11:00,CST,,2023-10-01 18:04:00,2023-10-01 18:31:00,238.0,53.0,-
SWEENEY,1252151,U,2,2023-10-01 17:08:00,CST,,2023-10-01 17:37:00,2023-10-01 17:57:00,239.0,29.0,-
NANCY SONIER (TOW 2014),1257032,D,2,2023-10-01 15:41:00,CST,,2023-10-01 17:09:00,2023-10-01 17:26:00,240.0,88.0,-
JANE ANN BLESSEY (TOW),1111657,D,2,2023-10-01 14:51:00,CST,,2023-10-01 16:40:00,2023-10-01 17:07:00,241.0,109.0,-
MISS WHITNEY (TOW),629534,U,1,2023-10-01 14:45:00,CST,,2023-10-01 15:49:00,2023-10-01 16:15:00,242.0,64.0,-
RANDOLPH C,1261475,D,3,2023-10-01 14:41:00,CST,,2023-10-01 15:05:00,2023-10-01 15:42:00,243.0,24.0,-
EL PASO (TOW),538582,D,1,2023-10-01 12:31:00,CST,,2023-10-01 14:38:00,2023-10-01 14:57:00,244.0,127.0,-
SAVIOUR (TOW),1192584,D,6,2023-10-01 12:19:00,CST,,2023-10-01 14:01:00,2023-10-01 14:33:00,245.0,102.0,-
ALLIE BROOKE DEVALL,1214852,D,4,2023-10-01 11:51:00,CST,,2023-10-01 13:14:00,2023-10-01 13:59:00,246.0,83.0,-
TIM TAUZIN (TOW 52X20),1048911,U,1,2023-10-01 11:20:00,CST,,2023-10-01 12:45:00,2023-10-01 13:01:00,247.0,85.0,-
GEORGE W BANTA (TOW),266928,D,3,2023-10-01 11:39:00,CST,,2023-10-01 12:20:00,2023-10-01 12:39:00,248.0,41.0,-
ANGELLE (TOW 56X22),616510,D,2,2023-10-01 10:56:00,CST,,2023-10-01 11:52:00,2023-10-01 12:18:00,249.0,56.0,-
CHIPPEWA,1262260,U,2,2023-10-01 10:19:00,CST,,2023-10-01 11:08:00,2023-10-01 11:35:00,250.0,49.0,-
CAPT DOUG WRIGHT,1202864,U,5,2023-10-01 10:03:00,CST,,2023-10-01 10:30:00,2023-10-01 11:06:00,251.0,27.0,-
Captain Brantley,1283861,D,2,2023-10-01 08:44:00,CST,,2023-10-01 09:46:00,2023-10-01 10:19:00,252.0,62.0,-
MIA KELLEY ( TOW ),1188649,D,2,2023-10-01 07:45:00,CST,,2023-10-01 09:20:00,2023-10-01 09:46:00,253.0,95.0,-
"NEIL MARTIN (TOW, 72'X30')",1254922,U,6,2023-10-01 07:08:00,CST,,2023-10-01 08:30:00,2023-10-01 09:02:00,254.0,82.0,-
INNOVATOR (TOW 76X35),1244544,D,2,2023-10-01 07:19:00,CST,,2023-10-01 08:03:00,2023-10-01 08:20:00,255.0,44.0,-
SARAH (TOW 1996),1046751,D,1,2023-10-01 06:35:00,CST,,2023-10-01 07:10:00,2023-10-01 08:01:00,256.0,35.0,-
CREOLE RIVERS (TOW),590667,U,1,2023-10-01 06:31:00,CST,,2023-10-01 06:47:00,2023-10-01 07:04:00,257.0,16.0,-
GOSIER,1242385,D,2,2023-10-01 06:03:00,CST,,2023-10-01 06:05:00,2023-10-01 06:39:00,258.0,2.0,-
MALLORY BRADY,1269034,D,2,2023-10-01 05:22:00,CST,,2023-10-01 05:31:00,2023-10-01 06:04:00,259.0,9.0,-
DRUM BAY,1238759,D,3,2023-10-01 03:22:00,CST,,2023-10-01 04:25:00,2023-10-01 05:28:00,260.0,63.0,-
LADY OF PERPETUAL HELP(TOW),1207724,U,6,2023-10-01 02:27:00,CST,,2023-10-01 04:00:00,2023-10-01 04:24:00,261.0,93.0,-
RITA (TOW),544740,U,6,2023-10-01 01:44:00,CST,,2023-10-01 03:37:00,2023-10-01 03:58:00,262.0,113.0,-
MISS BETH (TOW),641329,U,1,2023-10-01 01:40:00,CST,,2023-10-01 02:52:00,2023-10-01 03:35:00,263.0,72.0,-
PABST,573052,D,2,2023-10-01 01:21:00,CST,,2023-10-01 02:25:00,2023-10-01 02:50:00,264.0,64.0,-
WOOD RIVER (TOW 2012),1233527,D,2,2023-10-01 01:10:00,CST,,2023-10-01 02:15:00,2023-10-01 02:48:00,265.0,65.0,-
THREE RIVERS (TOW 2013) 78X34,1250092,D,2,2023-10-01 01:01:00,CST,,2023-10-01 01:40:00,2023-10-01 02:12:00,266.0,39.0,-
TIM SCOTT,1253090,U,2,2023-10-01 00:31:00,CST,,2023-10-01 01:18:00,2023-10-01 01:39:00,267.0,47.0,-
REDDING C,1049430,U,1,2023-10-01 00:28:00,CST,,2023-10-01 00:55:00,2023-10-01 01:13:00,268.0,27.0,-
LIV (TOW 2015) 72X30,1261486,U,6,2023-10-01 00:00:00,CST,,2023-10-01 00:01:00,2023-10-01 00:53:00,269.0,1.0,-
JADEN PASENTINE,1296289,D,2,2023-09-30 22:18:00,CST,,2023-09-30 22:53:00,2023-09-30 23:55:00,270.0,35.0,-
JERIS AUTHEMENT,1252182,U,2,2023-09-30 21:06:00,CST,,2023-09-30 22:20:00,2023-09-30 22:52:00,271.0,74.0,-
RAY S (TOW 2017),1282990,U,3,2023-09-30 21:02:00,CST,,2023-09-30 21:56:00,2023-09-30 22:19:00,272.0,54.0,-
MARTIN CHALLENGER (TOW),1051672,U,2,2023-09-30 20:09:00,CST,,2023-09-30 21:02:00,2023-09-30 21:54:00,273.0,53.0,-
JACKIE (TOW 2005),1171264,D,2,2023-09-30 19:53:00,CST,,2023-09-30 20:28:00,2023-09-30 21:00:00,274.0,35.0,-
LANEY BLESSEY WATKINS ( TOW),1251462,D,2,2023-09-30 19:46:00,CST,,2023-09-30 19:52:00,2023-09-30 20:27:00,275.0,6.0,-
SOPHIA GRACE,1280394,D,2,2023-09-30 19:20:00,CST,,2023-09-30 19:21:00,2023-09-30 19:51:00,276.0,1.0,-
BAILEY B,1250234,U,1,2023-09-30 17:11:00,CST,,2023-09-30 18:22:00,2023-09-30 18:38:00,277.0,71.0,-
GEORGE ROWE (TOW),912893,U,2,2023-09-30 16:43:00,CST,,2023-09-30 17:56:00,2023-09-30 18:17:00,278.0,73.0,-
LILY G BROOKS,1302688,U,3,2023-09-30 16:40:00,CST,,2023-09-30 17:21:00,2023-09-30 17:51:00,279.0,41.0,-
PARKER JAMES (TOW 72' X 30'),1276020,U,3,2023-09-30 16:16:00,CST,,2023-09-30 16:24:00,2023-09-30 17:16:00,280.0,8.0,-
FALCON,1324494,D,2,2023-09-30 15:44:00,CST,,2023-09-30 15:45:00,2023-09-30 16:23:00,281.0,1.0,-
JANE MERRICK,1251402,D,3,2023-09-30 14:24:00,CST,,2023-09-30 14:52:00,2023-09-30 15:25:00,282.0,28.0,-
MISS KELLY,638361,D,1,2023-09-30 13:38:00,CST,,2023-09-30 14:26:00,2023-09-30 14:47:00,283.0,48.0,-
JERRY TOROK,1265746,D,2,2023-09-30 13:18:00,CST,,2023-09-30 13:19:00,2023-09-30 14:21:00,284.0,1.0,-
PORT MANSFIELD,1262416,U,2,2023-09-30 11:15:00,CST,,2023-09-30 11:16:00,2023-09-30 11:58:00,285.0,1.0,-
JEFF BRUMFIELD ( TOW ),1209351,D,2,2023-09-30 09:07:00,CST,,2023-09-30 09:49:00,2023-09-30 10:25:00,286.0,42.0,-
LIBERTY (TOW 75X30),1141276,U,2,2023-09-30 08:58:00,CST,,2023-09-30 09:10:00,2023-09-30 09:48:00,287.0,12.0,-
PORT MANSFIELD,1262416,D,1,2023-09-30 08:26:00,CST,,2023-09-30 08:35:00,2023-09-30 09:09:00,288.0,9.0,-
LESLIE (TOW 73X31),1218576,U,6,2023-09-30 07:23:00,CST,,2023-09-30 08:00:00,2023-09-30 08:30:00,289.0,37.0,-
LARRY C,1278760,D,2,2023-09-30 07:10:00,CST,,2023-09-30 07:11:00,2023-09-30 07:59:00,290.0,1.0,-
NICHOLAS (TOW 2014) 65X28,1251897,U,1,2023-09-30 05:31:00,CST,,2023-09-30 06:11:00,2023-09-30 06:24:00,291.0,40.0,-
ENTERPRISE,1247595,U,2,2023-09-30 05:24:00,CST,,2023-09-30 05:44:00,2023-09-30 06:10:00,292.0,20.0,-
BERDON LAWRENCE,1306286,U,2,2023-09-30 03:17:00,CST,,2023-09-30 05:01:00,2023-09-30 05:43:00,293.0,104.0,-
MARK L DUPLANTIS,1209682,D,6,2023-09-30 03:10:00,CST,,2023-09-30 03:49:00,2023-09-30 05:00:00,294.0,39.0,-
MARGARET ANNE (TOW 2017) 81X32,1275151,U,2,2023-09-30 03:03:00,CST,,2023-09-30 03:13:00,2023-09-30 03:48:00,295.0,10.0,-
UNCLE NU (TOW),624234,D,3,2023-09-30 02:05:00,CST,,2023-09-30 02:45:00,2023-09-30 03:12:00,296.0,40.0,-
ST CHARLES (TOW)76X35,1230767,D,3,2023-09-30 01:35:00,CST,,2023-09-30 02:02:00,2023-09-30 02:44:00,297.0,27.0,-
DANE F MORGAN (TOW),1141127,U,2,2023-09-30 01:11:00,CST,,2023-09-30 01:16:00,2023-09-30 02:01:00,298.0,5.0,-
SAN ANTONIO (TOW 2011),1236027,U,2,2023-09-30 00:23:00,CST,,2023-09-30 00:24:00,2023-09-30 01:15:00,299.0,1.0,-
STEVE ALLEY,1322117,U,6,2023-09-29 22:12:00,CST,,2023-09-29 22:54:00,2023-09-29 23:28:00,300.0,42.0,-
FATHER PAT (TOW 2011) 76X35,1237423,U,6,2023-09-29 20:13:00,CST,,2023-09-29 22:25:00,2023-09-29 22:53:00,301.0,132.0,-
SABINE (TOW 2012),1236712,U,2,2023-09-29 19:45:00,CST,,2023-09-29 21:22:00,2023-09-29 22:24:00,302.0,97.0,-
EMILY WEBBER,1276027,D,2,2023-09-29 19:24:00,CST,,2023-09-29 20:44:00,2023-09-29 21:21:00,303.0,80.0,-
JAMES S DAVISON (TOW 86X32),1211188,U,2,2023-09-29 19:37:00,CST,,2023-09-29 20:12:00,2023-09-29 20:43:00,304.0,35.0,-
SEA BULL (TOW 1979),610470,U,1,2023-09-29 19:05:00,CST,,2023-09-29 19:36:00,2023-09-29 20:11:00,305.0,31.0,-
MARY ENA DEVALL (TOW),569520,D,2,2023-09-29 18:14:00,CST,,2023-09-29 18:58:00,2023-09-29 19:31:00,306.0,44.0,-
BEAU BLESSEY (TOW),1093857,U,2,2023-09-29 17:58:00,CST,,2023-09-29 18:29:00,2023-09-29 18:56:00,307.0,31.0,-
MISS AMANDA M,1299362,U,1,2023-09-29 17:56:00,CST,,2023-09-29 17:57:00,2023-09-29 18:24:00,308.0,1.0,-
CINCINNATI (TOW),1126162,D,2,2023-09-29 16:23:00,CST,,2023-09-29 16:24:00,2023-09-29 16:58:00,309.0,1.0,-
CAPT WEBSTER (TOW 2009) 65X26,1217894,D,2,2023-09-29 15:13:00,CST,,2023-09-29 15:44:00,2023-09-29 16:16:00,310.0,31.0,-
SETH D (TOW 1981) 61X26,634990,U,6,2023-09-29 14:00:00,CST,,2023-09-29 14:59:00,2023-09-29 15:43:00,311.0,59.0,-
M/V LILLIAN LOUISE,1267422,D,2,2023-09-29 12:21:00,CST,,2023-09-29 14:34:00,2023-09-29 14:58:00,312.0,133.0,-
AMMIE  (TOW 2010)95X30,1225687,D,2,2023-09-29 11:19:00,CST,,2023-09-29 13:00:00,2023-09-29 14:29:00,313.0,101.0,-
SWEET LAKE,1243599,D,2,2023-10-25 07:20:00,CST,,,,314.0,17.0,
ENTERPRISE,1247595,D,2,2023-10-25 07:10:00,CST,,,,315.0,27.0,
FREEDOM (TOW),287518,D,6,2023-10-25 07:05:00,CST,,,,316.0,32.0,
LADY OF PERPETUAL HELP(TOW) ,1207724,U,6,2023-10-25 05:35:00,CST,,2023-10-25 05:36:00,2023-10-25 06:17:00,317.0,1.0,-
BLUE DIAMOND,565688,D,1,2023-10-25 02:54:00,CST,,2023-10-25 03:35:00,2023-10-25 03:47:00,318.0,41.0,-
RANDOLPH C,1261475,D,6,2023-10-25 02:29:00,CST,,2023-10-25 02:30:00,2023-10-25 03:30:00,319.0,1.0,-
FATHER PAT (TOW 2011) 76X35,1237423,D,2,2023-10-24 23:53:00,CST,,2023-10-25 00:57:00,2023-10-25 01:53:00,320.0,64.0,-
BRIAN O DANIELS ( TOW ),1198960,U,2,2023-10-24 21:21:00,CST,,2023-10-25 00:30:00,2023-10-25 00:56:00,321.0,189.0,-
CAPT ANTHONY (TOW 2011),1232275,U,3,2023-10-24 19:47:00,CST,,2023-10-25 00:02:00,2023-10-25 00:25:00,322.0,255.0,-
JOHN W STONE (TOW),602406,U,1,2023-10-24 19:46:00,CST,,2023-10-25 00:01:00,2023-10-25 00:22:00,323.0,255.0,-
FRANK GOLEMI (TOW),1251200,U,2,2023-10-24 14:00:00,CST,,2023-10-24 23:26:00,2023-10-24 23:59:00,324.0,566.0,-
MISS CATHERINE ,1301428,D,2,2023-10-24 18:55:00,CST,,2023-10-24 22:42:00,2023-10-24 23:25:00,325.0,227.0,-
WOODY RICHERSON (TOW 2011),1235826,U,2,2023-10-24 13:58:00,CST,,2023-10-24 22:21:00,2023-10-24 22:41:00,326.0,503.0,-
TY DOLESE,1255918,U,2,2023-10-24 13:34:00,CST,,2023-10-24 22:02:00,2023-10-24 22:16:00,327.0,508.0,-
AL CENAC,1316302,U,3,2023-10-24 18:19:00,CST,,2023-10-24 21:17:00,2023-10-24 21:57:00,328.0,178.0,-
ASPEN (TOW 2016) 75X34,1270614,U,2,2023-10-24 08:06:00,CST,,2023-10-24 20:57:00,2023-10-24 21:12:00,329.0,771.0,-
CAPT. JERRY J. WILTZ (TOW2012),1238777,U,2,2023-10-24 16:56:00,CST,,2023-10-24 20:24:00,2023-10-24 20:52:00,330.0,208.0,-
NICHOLAS VETO,1255027,D,1,2023-10-24 17:51:00,CST,,2023-10-24 20:09:00,2023-10-24 20:23:00,331.0,138.0,-
JACKIE (TOW 2005),1171264,D,2,2023-10-24 15:12:00,CST,,2023-10-24 19:44:00,2023-10-24 20:04:00,332.0,272.0,-
DAHLI BROOKE,1248795,D,2,2023-10-24 15:03:00,CST,,2023-10-24 19:15:00,2023-10-24 19:39:00,333.0,252.0,-
VELMA C (TOW),1090026,D,4,2023-10-24 14:22:00,CST,,2023-10-24 17:56:00,2023-10-24 19:10:00,334.0,214.0,-
MUDD TUG 15,1287064,D,1,2023-10-24 16:07:00,CST,,2023-10-24 17:55:00,2023-10-24 19:05:00,335.0,108.0,-
PHILIP (TOW 1995),1033117,U,2,2023-10-24 15:07:00,CST,,2023-10-24 17:30:00,2023-10-24 17:51:00,336.0,143.0,-
GREEN WING,1236106,U,3,2023-10-24 13:46:00,CST,,2023-10-24 16:53:00,2023-10-24 17:29:00,337.0,187.0,-
CAPT SHAWN D.MARTINEZ(TOW),1238920,U,2,2023-10-24 13:33:00,CST,,2023-10-24 16:10:00,2023-10-24 16:51:00,338.0,157.0,-
HUD JOSEPH (TOW 60X24 ),642513,U,1,2023-10-24 13:39:00,CST,,2023-10-24 15:40:00,2023-10-24 16:08:00,339.0,121.0,-
CAPTAIN RAPHAEL (TOW 1980),622432,D,2,2023-10-24 12:46:00,CST,,2023-10-24 15:02:00,2023-10-24 15:38:00,340.0,136.0,-
ELLY LANE (TOW),560594,D,3,2023-10-24 12:25:00,CST,,2023-10-24 13:51:00,2023-10-24 15:00:00,341.0,86.0,-
M/V LILLIAN LOUISE,1267422,U,2,2023-10-24 10:51:00,CST,,2023-10-24 12:45:00,2023-10-24 13:46:00,342.0,114.0,-
SANDPIPER (TOW 2011) 34X78,1237330,D,1,2023-10-24 10:09:00,CST,,2023-10-24 12:21:00,2023-10-24 12:43:00,343.0,132.0,-
OLIVIA H (TOW 93' X 30'),512145,D,6,2023-10-24 10:07:00,CST,,2023-10-24 11:25:00,2023-10-24 12:20:00,344.0,78.0,-
INNOVATOR (TOW 2003),1141274,U,3,2023-10-24 09:21:00,CST,,2023-10-24 11:05:00,2023-10-24 11:24:00,345.0,104.0,-
TOM HENDERSON,1315976,U,2,2023-10-24 09:12:00,CST,,2023-10-24 10:42:00,2023-10-24 11:04:00,346.0,90.0,-
RICHARD  (TOW 2008),1212306,U,2,2023-10-24 07:30:00,CST,,2023-10-24 09:56:00,2023-10-24 10:40:00,347.0,146.0,-
KEVIN ALLEN ,1273624,D,2,2023-10-24 06:13:00,CST,,2023-10-24 09:37:00,2023-10-24 09:55:00,348.0,204.0,-
LADY OF PERPETUAL HELP(TOW) ,1207724,D,6,2023-10-23 18:48:00,CST,,2023-10-23 18:49:00,2023-10-23 19:44:00,349.0,1.0,-
F LOGAN (TOW),571495,D,1,2023-10-03 09:38:00,CST,,,,350.0,0.0,
MISS GENEVIEVE,1276019,D,2,2023-10-03 05:25:00,CST,,2023-10-03 06:20:00,2023-10-03 06:54:00,351.0,55.0,-
PAT CENAC,1303152,U,2,2023-10-03 04:54:00,CST,,2023-10-03 05:36:00,2023-10-03 05:51:00,352.0,42.0,-
BETSY BLESSEY,1109349,D,2,2023-10-03 04:33:00,CST,,2023-10-03 04:56:00,2023-10-03 05:15:00,353.0,23.0,-
DRUE ARAMISE,1307051,D,3,2023-10-03 00:52:00,CST,,2023-10-03 03:19:00,2023-10-03 03:33:00,354.0,147.0,-
RALPH RENFRO (TOW 2012) 84X32,1243956,U,2,2023-10-03 01:20:00,CST,,2023-10-03 02:34:00,2023-10-03 02:45:00,355.0,74.0,-
MACK AMON,1279906,U,2,2023-10-03 01:07:00,CST,,2023-10-03 01:54:00,2023-10-03 02:14:00,356.0,47.0,-
VELMA C (TOW),1090026,U,4,2023-10-03 00:29:00,CST,,2023-10-03 01:30:00,2023-10-03 01:40:00,357.0,61.0,-
SYDNEY ANN (TOW),1184206,U,2,2023-10-02 23:36:00,CST,,2023-10-03 01:08:00,2023-10-03 01:25:00,358.0,92.0,-
PETER BRENT ICE,1301258,D,2,2023-10-02 23:37:00,CST,,2023-10-03 00:36:00,2023-10-03 00:47:00,359.0,59.0,-
DANNY TERRAL (TOW) 75X26,651548,D,6,2023-10-02 23:29:00,CST,,2023-10-03 00:07:00,2023-10-03 00:23:00,360.0,38.0,-
WILTON LEBOEUF (TOW),647866,D,1,2023-10-02 22:44:00,CST,,2023-10-02 23:11:00,2023-10-02 23:22:00,361.0,27.0,-
JUDY S FRIED (TOW),1165345,D,2,2023-10-02 21:05:00,CST,,2023-10-02 22:21:00,2023-10-02 22:31:00,362.0,76.0,-
MISS KIMBERLY,1333893,U,2,2023-10-02 21:07:00,CST,,2023-10-02 21:52:00,2023-10-02 22:05:00,363.0,45.0,-
MISS CARTER W,1334369,U,2,2023-10-02 21:02:00,CST,,2023-10-02 21:26:00,2023-10-02 21:43:00,364.0,24.0,-
MUDD TUG II ( TOW ),1202419,U,1,2023-10-02 19:25:00,CST,,2023-10-02 19:41:00,2023-10-02 19:50:00,365.0,16.0,-
MICHELE GONSOULIN ( TOW ),1194788,D,2,2023-10-02 11:56:00,CST,,2023-10-02 16:58:00,2023-10-02 17:15:00,366.0,302.0,-
MISS GABRIELLA,1265914,D,3,2023-10-02 15:50:00,CST,,2023-10-02 16:05:00,2023-10-02 16:33:00,367.0,15.0,-
HONDO (TOW95X35),1217767,U,4,2023-10-02 14:04:00,CST,,2023-10-02 15:28:00,2023-10-02 15:53:00,368.0,84.0,-
POINT A LA HACHE,1265682,U,2,2023-10-02 11:35:00,CST,,2023-10-02 14:52:00,2023-10-02 15:25:00,369.0,197.0,-
MIA KELLEY ( TOW ),1188649,U,2,2023-10-02 11:00:00,CST,,2023-10-02 14:20:00,2023-10-02 14:49:00,370.0,200.0,-
CALIFORNIA CHROME (TOW 2019),1292966,D,6,2023-10-02 12:15:00,CST,,2023-10-02 13:36:00,2023-10-02 14:03:00,371.0,81.0,-
ANDREW WALSH,1316597,D,2,2023-10-02 10:45:00,CST,,2023-10-02 13:02:00,2023-10-02 13:34:00,372.0,137.0,-
DARIAN ALEXANDRA (TOW 2019),1269031,D,3,2023-10-02 10:42:00,CST,,2023-10-02 12:30:00,2023-10-02 13:00:00,373.0,108.0,-
RENEE T WHATLEY (TOW),1194317,D,1,2023-10-02 10:36:00,CST,,2023-10-02 12:00:00,2023-10-02 12:14:00,374.0,84.0,-
HOWARD BLANK (TOW 86X32),1221426,D,2,2023-10-02 10:35:00,CST,,2023-10-02 11:16:00,2023-10-02 11:58:00,375.0,41.0,-
KEVIN ALLEN,1273624,U,2,2023-10-02 10:22:00,CST,,2023-10-02 10:30:00,2023-10-02 11:03:00,376.0,8.0,-
FLORENCE DAVIS,1280394,D,2,2023-09-30 19:20:00,CST,,2023-09-30 19:21:00,2023-09-30 19:51:00,377.0,1.0,-
RITA (TOW),544740,U,6,2023-09-21 07:26:00,CST,,,,378.0,26.0,3
LESLIE (TOW 73X31),1218576,U,6,2023-09-21 07:10:00,CST,,,,379.0,0.0,2
MISS KATE (TOW 2019) 75X34,1293781,U,2,2023-09-21 06:52:00,CST,,2023-09-21 07:12:00,2023-09-21 07:28:00,380.0,20.0,-
JONES (TOW),1211510,U,2,2023-09-21 04:01:00,CST,,2023-09-21 06:27:00,2023-09-21 07:02:00,381.0,146.0,-
COTTLE (TOW 2019) 85X32,1291739,U,2,2023-09-21 05:02:00,CST,,2023-09-21 06:03:00,2023-09-21 06:26:00,382.0,61.0,-
COCODRIE,1259043,U,2,2023-09-21 03:56:00,CST,,2023-09-21 05:23:00,2023-09-21 06:02:00,383.0,87.0,-
HENRY J SOUDELIER III ( TOW ),1195775,D,2,2023-09-21 03:46:00,CST,,2023-09-21 04:46:00,2023-09-21 05:22:00,384.0,60.0,-
CREOLE CRUSADER (TOW),1092924,U,2,2023-09-21 03:40:00,CST,,2023-09-21 03:58:00,2023-09-21 04:45:00,385.0,18.0,-
RYAN    (TOW 2002) 86X30,1130859,U,2,2023-09-21 02:20:00,CST,,2023-09-21 03:16:00,2023-09-21 03:57:00,386.0,56.0,-
KARNES (TOW 2013) 78X34,1250883,D,2,2023-09-21 02:15:00,CST,,2023-09-21 02:16:00,2023-09-21 03:15:00,387.0,1.0,-
EL PASO (TOW),538582,U,2,2023-09-21 00:27:00,CST,,2023-09-21 00:28:00,2023-09-21 01:20:00,388.0,1.0,-
SHANNON MARY (TOW) 80X32,1255674,U,2,2023-09-20 21:24:00,CST,,2023-09-20 21:30:00,2023-09-20 22:10:00,389.0,6.0,-
GRAYSON,1256561,U,2,2023-09-20 19:51:00,CST,,2023-09-20 20:47:00,2023-09-20 21:29:00,390.0,56.0,-
MARK L DUPLANTIS,1209682,D,4,2023-09-20 19:49:00,CST,,2023-09-20 19:50:00,2023-09-20 20:46:00,391.0,1.0,-
NATHAN THOMAS (TOW),641865,D,1,2023-09-20 19:00:00,CST,,2023-09-20 19:01:00,2023-09-20 19:33:00,392.0,1.0,-
BEAU ANDREW (TOW),1209107,U,1,2023-09-20 17:32:00,CST,,2023-09-20 17:56:00,2023-09-20 18:00:00,393.0,24.0,-
PAT CENAC,1303152,D,3,2023-09-20 16:48:00,CST,,2023-09-20 17:13:00,2023-09-20 17:34:00,394.0,25.0,-
CAPT TIMMY,628797,U,2,2023-09-20 16:14:00,CST,,2023-09-20 16:34:00,2023-09-20 16:42:00,395.0,20.0,-
T H KELLY (TOW),693109,U,2,2023-09-20 15:48:00,CST,,2023-09-20 16:09:00,2023-09-20 16:20:00,396.0,21.0,-
JUDY S FRIED (TOW),1165345,D,2,2023-09-20 15:18:00,CST,,2023-09-20 15:31:00,2023-09-20 15:43:00,397.0,13.0,-
FRANK GOLEMI (TOW),1251200,D,3,2023-09-20 14:25:00,CST,,2023-09-20 14:51:00,2023-09-20 15:16:00,398.0,26.0,-
GEORGE ROWE (TOW),912893,D,2,2023-09-20 11:58:00,CST,,2023-09-20 12:25:00,2023-09-20 12:40:00,399.0,27.0,-
CHEROKEE (TOW 2015) 85X35,1261334,D,2,2023-09-20 10:47:00,CST,,2023-09-20 11:24:00,2023-09-20 11:40:00,400.0,37.0,-
JOSEPH ALFRED DEVALL,1236564,D,1,2023-09-20 10:28:00,CST,,2023-09-20 11:08:00,2023-09-20 11:18:00,401.0,40.0,-
HALLIE T,1270439,U,6,2023-09-20 08:47:00,CST,,2023-09-20 09:28:00,2023-09-20 09:40:00,402.0,41.0,-
SYDNEE TAYLOR (TOW),1191691,D,1,2023-09-20 07:32:00,CST,,2023-09-20 08:41:00,2023-09-20 08:56:00,403.0,69.0,-
SCOTT R WILSON (TOW),1114162,D,2,2023-09-20 06:30:00,CST,,2023-09-20 08:25:00,2023-09-20 08:40:00,404.0,115.0,-
CAPT ROBERT J BANTA (TOW),1263089,U,2,2023-09-20 06:35:00,CST,,2023-09-20 07:45:00,2023-09-20 08:06:00,405.0,70.0,-
CAPT NILES SHOEMAKER,1239879,U,2,2023-09-20 06:06:00,CST,,2023-09-20 07:27:00,2023-09-20 07:44:00,406.0,81.0,-
GOSPEL LIGHT (TOW),570130,U,6,2023-09-20 05:39:00,CST,,2023-09-20 07:15:00,2023-09-20 07:26:00,407.0,96.0,-
CAPT DOUG WRIGHT,1202864,D,5,2023-09-20 05:43:00,CST,,2023-09-20 06:21:00,2023-09-20 06:43:00,408.0,38.0,-
KATHERINE BERRY,1195204,D,3,2023-09-20 05:25:00,CST,,2023-09-20 05:26:00,2023-09-20 06:20:00,409.0,1.0,-
SID MOLLER (TOW 2009),1216426,D,2,2023-09-20 03:05:00,CST,,2023-09-20 04:36:00,2023-09-20 05:10:00,410.0,91.0,-
ANGELA RENEE (TOW 2015),1263636,D,2,2023-09-20 02:18:00,CST,,2023-09-20 03:45:00,2023-09-20 04:35:00,411.0,87.0,-
COUSHATTA (TOW),1040099,U,2,2023-09-20 01:47:00,CST,,2023-09-20 03:05:00,2023-09-20 03:44:00,412.0,78.0,-
MARY BURKE LILES (TOW),1075425,U,2,2023-09-20 00:24:00,CST,,2023-09-20 02:25:00,2023-09-20 03:04:00,413.0,121.0,-
AMERICAN SPIRIT (TOW 2014) 75X,1252998,U,2,2023-09-20 00:01:00,CST,,2023-09-20 01:40:00,2023-09-20 02:24:00,414.0,99.0,-
CITATION (TOW),1217083,U,3,2023-09-19 22:33:00,CST,,2023-09-20 01:14:00,2023-09-20 01:39:00,415.0,161.0,-
CLAIR S SMITH,1239505,D,2,2023-09-19 22:00:00,CST,,2023-09-20 00:11:00,2023-09-20 01:13:00,416.0,131.0,-
ST PADRE PIO (TOW 74X28),1212045,U,6,2023-09-19 21:48:00,CST,,2023-09-19 23:35:00,2023-09-20 00:10:00,417.0,107.0,-
WOOD RIVER (TOW 2012),1233527,U,2,2023-09-19 21:14:00,CST,,2023-09-19 23:03:00,2023-09-19 23:34:00,418.0,109.0,-
MARGARET ANNE (TOW 2017) 81X32,1275151,U,3,2023-09-19 20:29:00,CST,,2023-09-19 22:28:00,2023-09-19 23:02:00,419.0,119.0,-
M/V LILLIAN LOUISE,1267422,U,3,2023-09-19 20:15:00,CST,,2023-09-19 21:57:00,2023-09-19 22:27:00,420.0,102.0,-
CAROL M OTT (TOW),1071633,U,2,2023-09-19 19:54:00,CST,,2023-09-19 21:23:00,2023-09-19 21:56:00,421.0,89.0,-
