VESSEL_NAME,VESSEL_NO,DIRECTION,NUM_BARGES,ARRIVAL_DATE,SOL_DATE,END_OF_LOCKAGE,TIMEZONE,DELAY_MINS,SEQ_NO
JAMES S DAVISON (TOW 86X32),1211188,D,2,2023-10-11 08:35:00,,,CST,2777,5
EUGENIE J HUGER (TOW 2012),1242009,D,3,2023-10-11 08:22:00,,,CST,2790,4
RIO GRANDE,1248275,U,2,2023-10-11 06:54:00,,,CST,2878,0
DONNIE SONIER (TOW 2011) 69X30,1235354,D,2,2023-10-11 01:45:00,,,CST,3187,3
JERRY DOG MCLAIN,1233239,D,2,2023-10-11 01:30:00,,,CST,3202,2B
FRANK GOLEMI (TOW),1251200,D,3,2023-10-11 00:54:00,,,CST,3238,1
KATIE GONSOULIN (TOW),1191866,U,2,2023-10-11 06:38:00,2023-10-13 05:40:00,2023-10-13 06:10:00,CST,2822,-
KARL SENNER,1244550,U,3,2023-10-11 06:10:00,2023-10-13 04:30:00,2023-10-13 05:25:00,CST,2780,-
MISSION (TOW 84X32) 2012,1240072,D,2,2023-10-11 00:09:00,2023-10-13 03:40:00,2023-10-13 04:15:00,CST,3091,-
MIKE BECHTOLD,0586008,D,6,2023-10-10 22:52:00,2023-10-13 02:50:00,2023-10-13 03:25:00,CST,3118,-
MISS CATHERINE (TOW),0572058,U,2,2023-10-11 06:02:00,2023-10-13 02:05:00,2023-10-13 02:35:00,CST,2643,-
MISS GABRIELLA,1265914,U,2,2023-10-11 05:26:00,2023-10-13 00:00:00,2023-10-13 00:35:00,CST,2554,-
EMILY WEBBER,1276027,U,2,2023-10-11 04:44:00,2023-10-12 23:05:00,2023-10-12 23:40:00,CST,2541,-
AMERICAN LIFE (TOW 2016) 76X34,1268290,U,2,2023-10-11 04:24:00,2023-10-12 22:15:00,2023-10-12 22:50:00,CST,2511,-
CAJUN HUSTLER (TOW),0527969,U,1,2023-10-12 20:49:00,2023-10-12 21:20:00,2023-10-12 21:55:00,CST,31,-
BOLD VENTURE,1301090,U,4,2023-10-10 23:14:00,2023-10-12 21:10:00,2023-10-12 21:50:00,CST,2756,-
ROGER WILLIAMSON,1263519,D,2,2023-10-10 22:49:00,2023-10-12 20:15:00,2023-10-12 20:50:00,CST,2726,-
AMAZING GRACE (TOW 1958),0277588,D,4,2023-10-10 19:51:00,2023-10-12 19:25:00,2023-10-12 20:00:00,CST,2854,-
DAHLI BROOKE,1248795,D,2,2023-10-11 20:32:00,2023-10-12 18:20:00,2023-10-12 19:05:00,CST,1308,-
UNCLE BUD (TOW),1027533,D,1,2023-10-12 15:58:00,2023-10-12 18:10:00,2023-10-12 18:55:00,CST,132,-
CAPT RICKY TORRES (TOW 2016),1268710,U,2,2023-10-10 22:17:00,2023-10-12 17:07:00,2023-10-12 17:55:00,CST,2570,-
CAPT. KIRK COLLETTI,1213534,D,2,2023-10-10 16:00:00,2023-10-12 16:00:00,2023-10-12 16:54:00,CST,2880,-
CAROLE L BRENT,1195776,U,2,2023-10-10 21:04:00,2023-10-12 14:50:00,2023-10-12 15:53:00,CST,2506,-
RESOLUTION (TOW),0629784,D,6,2023-10-10 00:41:00,2023-10-12 13:36:00,2023-10-12 14:39:00,CST,3655,-
JAIME DEVALL (TOW),0612327,D,2,2023-10-12 03:33:00,2023-10-12 13:22:00,2023-10-12 14:27:00,CST,589,-
ALPHA DOUCET,1237048,U,2,2023-10-10 20:02:00,2023-10-12 12:24:00,2023-10-12 13:19:00,CST,2422,-
CAPT NILES SHOEMAKER,1239879,D,2,2023-10-10 13:11:00,2023-10-12 11:10:00,2023-10-12 12:17:00,CST,2759,-
WIDGEON (TOW 2008) 54X28,1225745,D,1,2023-10-11 05:45:00,2023-10-12 10:53:00,2023-10-12 12:06:00,CST,1748,-
DRUM BAY,1238759,U,2,2023-10-10 19:57:00,2023-10-12 08:40:00,2023-10-12 09:33:00,CST,2203,-
RECREATION VESSEL(S),9999999,D,0,2023-10-12 08:06:00,2023-10-12 08:06:00,2023-10-12 08:30:00,CST,0,-
COE LAFOURCHE (FED GOV),LAFOURC,U,0,2023-10-12 06:20:00,2023-10-12 07:35:00,2023-10-12 08:00:00,CST,75,-
RESPONDER,0543900,D,6,2023-10-10 07:38:00,2023-10-12 06:15:00,2023-10-12 07:33:00,CST,2797,-
LOUIE C (TOW),1216714,D,1,2023-10-11 16:27:00,2023-10-12 06:08:00,2023-10-12 07:22:00,CST,821,-
JERRY DOG MCLAIN,1233239,U,2,2023-10-10 17:43:00,2023-10-12 05:10:00,2023-10-12 06:00:00,CST,2127,-
CROSBY GENERAL (TOW 1980),0625205,U,1,2023-10-11 23:40:00,2023-10-12 04:50:00,2023-10-12 05:50:00,CST,310,-
SCF CONTAINER EXPRESS,1250819,U,10,2023-10-10 16:11:00,2023-10-12 02:55:00,2023-10-12 03:35:00,CST,2084,-
CALIFORNIA CHROME (TOW 2019),1292966,U,5,2023-10-10 14:24:00,2023-10-12 01:25:00,2023-10-12 02:20:00,CST,2101,-
ANDY MCKINNEY,0269006,D,3,2023-10-11 23:13:00,2023-10-12 00:20:00,2023-10-12 00:50:00,CST,67,-
REBOUND,0286204,U,6,2023-10-10 14:23:00,2023-10-11 23:40:00,2023-10-12 00:15:00,CST,1997,-
SOUTHERN BELLE  (TOW),0516701,U,6,2023-10-10 13:24:00,2023-10-11 23:00:00,2023-10-11 23:30:00,CST,2016,-
BROOKE BANTA 75X30,1233112,U,2,2023-10-10 13:23:00,2023-10-11 22:05:00,2023-10-11 22:50:00,CST,1962,-
NICK LONNEMANN,1266535,U,2,2023-10-10 06:15:00,2023-10-11 21:10:00,2023-10-11 21:45:00,CST,2335,-
BOBBY JONES (TOW),0502672,U,1,2023-10-11 03:57:00,2023-10-11 19:55:00,2023-10-11 20:40:00,CST,958,-
TRUMP IT,0675384,U,4,2023-10-10 06:25:00,2023-10-11 19:45:00,2023-10-11 20:35:00,CST,2240,-
JOSSET   (TOW 56X23),1116940,U,6,2023-10-10 06:11:00,2023-10-11 18:30:00,2023-10-11 19:25:00,CST,2179,-
INTRA RECOIL(TOW),0533346,U,2,2023-10-11 04:31:00,2023-10-11 18:20:00,2023-10-11 19:20:00,CST,829,-
MACK AMON,1279906,D,2,2023-10-09 10:10:00,2023-10-11 16:55:00,2023-10-11 17:56:00,CST,3285,-
CAJUN HUSTLER (TOW),0527969,D,1,2023-10-10 17:34:00,2023-10-11 16:42:00,2023-10-11 17:43:00,CST,1388,-
COUNT FLEET,1294853,U,4,2023-10-10 06:10:00,2023-10-11 15:33:00,2023-10-11 16:20:00,CST,2003,-
COE LAFOURCHE (FED GOV),LAFOURC,D,0,2023-10-11 13:49:00,2023-10-11 15:02:00,2023-10-11 15:27:00,CST,73,-
MISS PEYTON,0633411,U,2,2023-10-10 06:10:00,2023-10-11 14:05:00,2023-10-11 14:58:00,CST,1915,-
HOLY ROSARY (TOW 74X30),1217490,U,6,2023-10-10 05:14:00,2023-10-11 11:58:00,2023-10-11 13:32:00,CST,1844,-
INNOVATOR (TOW 2003),1141274,U,1,2023-10-11 03:36:00,2023-10-11 11:48:00,2023-10-11 13:18:00,CST,492,-
SARAH D (TOW),1167754,U,5,2023-10-10 03:01:00,2023-10-11 09:56:00,2023-10-11 11:07:00,CST,1855,-
GEISMAR (TOW),0555297,U,1,2023-10-11 09:42:00,2023-10-11 09:46:00,2023-10-11 10:57:00,CST,4,-
JEFF KINDL (TOW 2016) 86X35,1266571,U,6,2023-10-09 21:07:00,2023-10-11 08:25:00,2023-10-11 09:21:00,CST,2118,-
SCF CONTAINER EXPRESS,1250819,D,0,2023-10-09 09:48:00,2023-10-11 07:22:00,2023-10-11 08:08:00,CST,2734,-
JOEL SMITH (TOW),0984928,D,1,2023-10-10 17:31:00,2023-10-11 06:02:00,2023-10-11 06:59:00,CST,751,-
LESLIE (TOW 73X31),1218576,D,6,2023-10-09 08:59:00,2023-10-11 05:45:00,2023-10-11 06:55:00,CST,2686,-
COCODRIE,1259043,U,2,2023-10-09 14:38:00,2023-10-11 04:30:00,2023-10-11 05:30:00,CST,2272,-
MISS KIMBERLY,1333893,D,2,2023-10-09 08:56:00,2023-10-11 02:20:00,2023-10-11 03:35:00,CST,2484,-
MS FRANCES (TOW 56X24),0637713,D,1,2023-10-10 16:24:00,2023-10-11 02:15:00,2023-10-11 03:30:00,CST,591,-
GEISMAR (TOW),0555297,D,1,2023-10-10 15:46:00,2023-10-11 02:05:00,2023-10-11 03:20:00,CST,619,-
ELLY LANE (TOW),0560594,U,2,2023-10-09 09:26:00,2023-10-11 00:30:00,2023-10-11 01:55:00,CST,2344,-
MISS RACHEL (TOW 65X24),1063182,U,1,2023-10-10 22:58:00,2023-10-11 00:15:00,2023-10-11 01:40:00,CST,77,-
RANDOLPH C,1261475,D,4,2023-10-09 08:51:00,2023-10-10 23:00:00,2023-10-10 23:55:00,CST,2289,-
LAURA M,1315595,U,2,2023-10-09 09:28:00,2023-10-10 22:00:00,2023-10-10 22:45:00,CST,2192,-
ALLIE BROOKE DEVALL,1214852,D,2,2023-10-09 06:16:00,2023-10-10 19:45:00,2023-10-10 20:45:00,CST,2249,-
LONNIE M BELL (TOW),0553742,D,2,2023-10-10 11:56:00,2023-10-10 19:30:00,2023-10-10 20:35:00,CST,454,-
LADY OF PROMPT SUCCOR (TOW),1155422,D,6,2023-10-09 00:06:00,2023-10-10 17:20:00,2023-10-10 18:25:00,CST,2474,-
MR LANDON (TOW 1981) 56X22,0636173,D,2,2023-10-10 13:11:00,2023-10-10 16:19:00,2023-10-10 18:20:00,CST,188,-
MISS KELLY,0638361,U,2,2023-10-09 03:09:00,2023-10-10 15:05:00,2023-10-10 16:09:00,CST,2156,-
NOAH P HAYS (TOW),0684666,U,5,2023-10-09 08:44:00,2023-10-10 13:10:00,2023-10-10 14:20:00,CST,1706,-
JADEN PASENTINE,1296289,U,2,2023-10-08 21:38:00,2023-10-10 11:55:00,2023-10-10 13:00:00,CST,2297,-
CAROLE L BRENT,1195776,D,1,2023-10-05 05:16:00,,,CST,126,5A
JOSSET   (TOW 56X23),1116940,D,2,2023-10-05 05:07:00,,,CST,135,9
RALPH C,1292862,D,2,2023-10-05 03:12:00,,,CST,250,8
ALPHA DOUCET,1237048,D,2,2023-10-05 03:08:00,,,CST,254,7
STEVE RICHOUX (TOW),568988,D,6,2023-10-04 23:30:00,,,CST,472,6
DODSON THORNTON,266269,U,6,2023-10-04 23:05:00,,,CST,497,5
CAPT DOUG WRIGHT,1202864,D,2,2023-10-04 22:28:00,,,CST,534,5B
ROY MICHAEL (TOW 2015) 75X30,1263752,D,2,2023-10-04 20:09:00,,,CST,673,4
CHOCTAW (TOW),971260,U,2,2023-10-04 19:51:00,,,CST,691,4
ANITA EVE SHARP  (TOW 1985),680357,U,6,2023-10-04 16:37:00,,,CST,885,3
MIKE MITCHELL,624349,D,6,2023-10-04 13:25:00,,,CST,1077,3
CAROL M OTT (TOW),1071633,D,2,2023-10-04 11:32:00,,,CST,1190,2
MAGNOLIA,530803,D,2,2023-10-04 11:16:00,,,CST,1206,1
LAURENCE M GONSOULIN (TOW 2014,1252652,U,3,2023-10-04 09:24:00,,,CST,1318,2
KEVIN ALLEN,1273624,U,2,2023-10-04 08:19:00,,,CST,1383,1
ERNEST YANCEY,1236144,D,2,2023-10-04 05:41:00,2023-10-05 06:02:00,2023-10-05 06:55:00,CST,1461,-
GEISMAR (TOW),555297,U,0,2023-10-05 04:54:00,2023-10-05 05:25:00,2023-10-05 05:47:00,CST,31,-
PARKER JAMES (TOW 72' X 30'),1276020,D,3,2023-10-04 03:19:00,2023-10-05 04:25:00,2023-10-05 05:15:00,CST,1506,-
PEGGY ANN (TOW),1161429,D,2,2023-10-04 22:45:00,2023-10-05 04:04:00,2023-10-05 05:11:00,CST,319,-
CAJUN HUSTLER (TOW),527969,D,1,2023-10-04 19:36:00,2023-10-05 02:50:00,2023-10-05 03:36:00,CST,434,-
GEISMAR (TOW),555297,D,1,2023-10-04 17:13:00,2023-10-05 02:40:00,2023-10-05 03:30:00,CST,567,-
EDWARD JONES JR (TOW 2011),1236733,D,2,2023-10-04 03:15:00,2023-10-05 02:17:00,2023-10-05 03:25:00,CST,1382,-
MIKE BECHTOLD,586008,U,6,2023-10-04 03:55:00,2023-10-05 01:25:00,2023-10-05 02:11:00,CST,1290,-
ASPEN (TOW 2016) 75X34,1270614,U,2,2023-10-04 03:45:00,2023-10-05 00:13:00,2023-10-05 00:50:00,CST,1228,-
CAPT. KIRK COLLETTI,1213534,U,2,2023-10-04 03:31:00,2023-10-04 23:15:00,2023-10-04 23:55:00,CST,1184,-
LILY G BROOKS,1302688,U,3,2023-10-04 01:52:00,2023-10-04 21:48:00,2023-10-04 23:04:00,CST,1196,-
MISS RACHEL (TOW 65X24),1063182,U,1,2023-10-04 20:04:00,2023-10-04 20:45:00,2023-10-04 21:26:00,CST,41,-
PADDY (TOW 1996),1040254,U,2,2023-10-04 01:47:00,2023-10-04 20:24:00,2023-10-04 21:23:00,CST,1117,-
SID MOLLER (TOW 2009),1216426,D,2,2023-10-04 02:13:00,2023-10-04 18:43:00,2023-10-04 20:01:00,CST,990,-
JOHN DEMPSEY,1251693,U,2,2023-10-04 01:30:00,2023-10-04 16:45:00,2023-10-04 18:20:00,CST,915,-
CAPT JAMES (TOW 2015) 78X34,1259533,D,2,2023-10-03 23:31:00,2023-10-04 15:20:00,2023-10-04 16:40:00,CST,949,-
RITA (TOW),544740,D,4,2023-10-03 22:50:00,2023-10-04 14:18:00,2023-10-04 15:15:00,CST,928,-
HOUSTON FORET (TOW 1981) 57X24,633661,D,1,2023-10-04 08:10:00,2023-10-04 14:10:00,2023-10-04 15:10:00,CST,360,-
T H KELLY (TOW),693109,D,6,2023-10-03 20:36:00,2023-10-04 12:20:00,2023-10-04 13:28:00,CST,944,-
RECREATION VESSEL(S),9999999,U,0,2023-10-04 10:30:00,2023-10-04 11:39:00,2023-10-04 12:06:00,CST,69,-
BOBBY JONES (TOW),502672,D,3,2023-10-03 17:29:00,2023-10-04 10:00:00,2023-10-04 11:35:00,CST,991,-
SHERIDAN A,1251629,D,2,2023-10-03 16:23:00,2023-10-04 08:34:00,2023-10-04 09:50:00,CST,971,-
PINTAIL (TOW 2009) 57X28,1225748,D,1,2023-10-03 17:30:00,2023-10-04 08:15:00,2023-10-04 09:40:00,CST,885,-
LUCAS PAUL DEVALL (TOW 2017),1277619,U,0,2023-10-12 06:51:00,,,CST,16,19
BORN AGAIN (TOW),0562776,U,0,2023-10-12 06:50:00,,,CST,17,20
ALYS,1233341,U,0,2023-10-12 06:50:00,,,CST,17,18
LYNN R (TOW),0625663,U,0,2023-10-12 06:42:00,,,CST,25,17
BLUE DIAMOND,0565688,U,0,2023-10-12 06:29:00,,,CST,38,16
MARK L DUPLANTIS,1209682,D,3,2023-10-12 06:20:00,,,CST,47,22
COE LAFOURCHE (FED GOV),LAFOURC,U,0,2023-10-12 06:20:00,,,CST,47,0L
AMERICAN SPIRIT (TOW 2014) 75X,1252998,D,2,2023-10-12 05:02:00,,,CST,125,21
SOUTHERN BELLE  (TOW),0516701,D,6,2023-10-12 04:58:00,,,CST,129,20
KENNY SHAVER,1294499,U,2,2023-10-12 04:35:00,,,CST,152,15
JAIME DEVALL (TOW),0612327,D,2,2023-10-12 03:33:00,,,CST,214,2A
GEORGE W BANTA (TOW),0266928,D,4,2023-10-11 22:15:00,,,CST,532,19
DAHLI BROOKE,1248795,D,2,2023-10-11 20:32:00,,,CST,635,3B
SARAH D (TOW),1167754,D,6,2023-10-11 19:22:00,,,CST,705,18
CAPT DANIEL CLEMENT (TOW),0519922,D,2,2023-10-11 18:37:00,,,CST,750,17
CSS SHENANDOAH (TOW 2019),1300154,D,2,2023-10-11 18:34:00,,,CST,753,16
JEFF KINDL (TOW 2016) 86X35,1266571,D,8,2023-10-11 16:42:00,,,CST,865,15
LOUIE C (TOW),1216714,D,1,2023-10-11 16:27:00,,,CST,880,0A
MISS CARTER W,1334369,D,2,2023-10-11 15:39:00,,,CST,928,14
WILSEY DUPRE (TOW 2010),1224664,D,2,2023-10-11 15:09:00,,,CST,958,13
DIANE (TOW 2005),1176072,D,2,2023-10-11 12:18:00,,,CST,1129,12
DANNY OCKMAN,0644041,U,6,2023-10-11 10:34:00,,,CST,1233,14
HENRY J SOUDELIER III ( TOW ),1195775,U,2,2023-10-11 10:13:00,,,CST,1254,13
LAFITTE,1242386,U,2,2023-10-11 09:36:00,,,CST,1291,12
JAMES S DAVISON (TOW 86X32),1211188,D,2,2023-10-11 08:35:00,,,CST,1352,11
EUGENIE J HUGER (TOW 2012),1242009,D,3,2023-10-11 08:22:00,,,CST,1365,10
RIO GRANDE,1248275,U,2,2023-10-11 06:54:00,,,CST,1453,11
KATIE GONSOULIN (TOW),1191866,U,2,2023-10-11 06:38:00,,,CST,1469,10
KARL SENNER,1244550,U,3,2023-10-11 06:10:00,,,CST,1497,9
MISS CATHERINE (TOW),0572058,U,2,2023-10-11 06:02:00,,,CST,1505,8
WIDGEON (TOW 2008) 54X28,1225745,D,1,2023-10-11 05:45:00,,,CST,1522,1A
MISS GABRIELLA,1265914,U,2,2023-10-11 05:26:00,,,CST,1541,7
EMILY WEBBER,1276027,U,2,2023-10-11 04:44:00,,,CST,1583,6
AMERICAN LIFE (TOW 2016) 76X34,1268290,U,2,2023-10-11 04:24:00,,,CST,1603,5
DONNIE SONIER (TOW 2011) 69X30,1235354,D,2,2023-10-11 01:45:00,,,CST,1762,9
FRANK GOLEMI (TOW),1251200,D,3,2023-10-11 00:54:00,,,CST,1813,7
MISSION (TOW 84X32) 2012,1240072,D,2,2023-10-11 00:09:00,,,CST,1858,6
BOLD VENTURE,1301090,U,4,2023-10-10 23:14:00,,,CST,1913,4
MIKE BECHTOLD,0586008,D,6,2023-10-10 22:52:00,,,CST,1935,5
ROGER WILLIAMSON,1263519,D,2,2023-10-10 22:49:00,,,CST,1938,4
CAPT RICKY TORRES (TOW 2016),1268710,U,2,2023-10-10 22:17:00,,,CST,1970,3
CAROLE L BRENT,1195776,U,2,2023-10-10 21:04:00,,,CST,2043,2
ALPHA DOUCET,1237048,U,2,2023-10-10 20:02:00,,,CST,2105,1
DRUM BAY,1238759,U,2,2023-10-10 19:57:00,,,CST,2110,0
AMAZING GRACE (TOW 1958),0277588,D,4,2023-10-10 19:51:00,,,CST,2116,2B
CAPT. KIRK COLLETTI,1213534,D,2,2023-10-10 16:00:00,,,CST,2347,3A
CAPT NILES SHOEMAKER,1239879,D,2,2023-10-10 13:11:00,,,CST,2516,1B
RESPONDER,0543900,D,6,2023-10-10 07:38:00,,,CST,2849,0B
JERRY DOG MCLAIN,1233239,D,2,2023-10-10 01:30:00,,,CST,3217,8
RESOLUTION (TOW),0629784,D,6,2023-10-10 00:41:00,,,CST,3266,STBY
MARK L DUPLANTIS,1209682,U,6,2023-10-08 20:38:00,2023-10-10 10:35:00,2023-10-10 11:40:00,CST,2277,-
SETH D (TOW 1981) 61X26,0634990,U,4,2023-10-08 17:18:00,2023-10-10 09:35:00,2023-10-10 10:25:00,CST,2417,-
GOVERNOR MIKE HUCKABEE 80X30,1236450,D,2,2023-10-08 16:56:00,2023-10-10 08:30:00,2023-10-10 09:25:00,CST,2374,-
GREGORY P FRAZIER (TOW),0552463,U,1,2023-10-10 04:32:00,2023-10-10 07:40:00,2023-10-10 08:17:00,CST,188,-
GEORGE ROWE (TOW),0912893,U,4,2023-10-08 13:31:00,2023-10-10 06:50:00,2023-10-10 08:25:00,CST,2479,-
TRUMP IT,0675384,D,6,2023-10-08 15:54:00,2023-10-10 05:51:00,2023-10-10 06:45:00,CST,2277,-
GEISMAR (TOW),0555297,D,1,2023-10-10 04:10:00,2023-10-10 05:29:00,2023-10-10 06:40:00,CST,79,-
CHAD DOUGLAS,1304256,D,2,2023-10-08 15:43:00,2023-10-10 04:19:00,2023-10-10 05:07:00,CST,2196,-
ST CHARLES (TOW)76X35,1230767,D,3,2023-10-08 12:42:00,2023-10-10 02:53:00,2023-10-10 03:53:00,CST,2291,-
JERRY TOROK,1265746,U,2,2023-10-08 10:54:00,2023-10-10 01:46:00,2023-10-10 02:35:00,CST,2332,-
GEISMAR (TOW),0555297,U,2,2023-10-09 20:55:00,2023-10-10 01:34:00,2023-10-10 02:28:00,CST,279,-
LINDA HUGHES FARLEY,1273622,U,2,2023-10-08 10:52:00,2023-10-10 00:14:00,2023-10-10 00:57:00,CST,2242,-
SONNY COOK (TOW),0537014,U,1,2023-10-09 13:21:00,2023-10-10 00:04:00,2023-10-10 00:51:00,CST,643,-
DRUE ARAMISE,1307051,U,3,2023-10-08 10:41:00,2023-10-09 22:58:00,2023-10-09 23:46:00,CST,2177,-
HOLY ROSARY (TOW 74X30),1217490,D,3,2023-10-08 11:35:00,2023-10-09 22:00:00,2023-10-09 22:48:00,CST,2065,-
M/V LILLIAN LOUISE,1267422,U,3,2023-10-08 10:30:00,2023-10-09 20:44:00,2023-10-09 21:46:00,CST,2054,-
LARRY B WHIPPLE,1269036,U,2,2023-10-08 10:25:00,2023-10-09 19:27:00,2023-10-09 20:15:00,CST,1982,-
XENA  (TOW 2001) 65X26,1121166,U,1,2023-10-09 05:03:00,2023-10-09 19:09:00,2023-10-09 20:07:00,CST,846,-
DUKE,1247420,D,3,2023-10-08 07:15:00,2023-10-09 18:03:00,2023-10-09 18:55:00,CST,2088,-
MICHELLE GOLDING,1258033,D,2,2023-10-08 03:50:00,2023-10-09 16:45:00,2023-10-09 17:46:00,CST,2215,-
UNCLE BUD (TOW),1027533,D,1,2023-10-09 15:51:00,2023-10-09 16:32:00,2023-10-09 17:36:00,CST,41,-
ASPEN (TOW 2016) 75X34,1270614,D,2,2023-10-08 03:41:00,2023-10-09 15:23:00,2023-10-09 16:08:00,CST,2142,-
LAURA ELIZABETH (TOW),0501262,D,2,2023-10-07 08:14:00,2023-10-09 13:55:00,2023-10-09 14:54:00,CST,3221,-
GEISMAR (TOW),0555297,D,1,2023-10-09 12:30:00,2023-10-09 13:43:00,2023-10-09 14:46:00,CST,73,-
JANE MERRICK,1251402,U,3,2023-10-08 10:24:00,2023-10-09 12:35:00,2023-10-09 13:35:00,CST,1571,-
ENTERPRISE,1247595,U,2,2023-10-08 10:20:00,2023-10-09 11:35:00,2023-10-09 12:20:00,CST,1515,-
EULA B DEVALL (TOW),1149797,U,3,2023-09-29 05:59:00,,,CST,188,1
TUCKER M HAMILTON,1316602,D,3,2023-09-29 03:42:00,2023-09-29 08:00:00,2023-09-29 08:50:00,CST,258,-
SAVIOUR (TOW),1192584,D,6,2023-09-29 03:18:00,2023-09-29 06:40:00,2023-09-29 07:43:00,CST,202,-
ALLIE BROOKE DEVALL,1214852,D,4,2023-09-29 02:08:00,2023-09-29 05:30:00,2023-09-29 06:10:00,CST,202,-
CLARK TODD (TOW 2014) 81X30,1255497,U,2,2023-09-29 01:49:00,2023-09-29 04:25:00,2023-09-29 05:15:00,CST,156,-
THREE RIVERS (TOW 2013) 78X34,1250092,D,2,2023-09-29 01:01:00,2023-09-29 03:20:00,2023-09-29 04:00:00,CST,139,-
RANDOLPH C,1261475,D,3,2023-09-29 00:58:00,2023-09-29 01:40:00,2023-09-29 02:50:00,CST,42,-
PORT MANSFIELD,1262416,D,1,2023-09-29 00:39:00,2023-09-29 00:45:00,2023-09-29 01:15:00,CST,6,-
JERRY TOROK,1265746,D,2,2023-09-28 23:17:00,2023-09-28 23:25:00,2023-09-29 00:00:00,CST,8,-
MERLIN BANTA (TOW),0249614,U,0,2023-09-28 18:40:00,2023-09-28 19:40:00,2023-09-28 20:10:00,CST,60,-
SCF CONTAINER EXPRESS,1250819,D,1,2023-09-28 18:45:00,2023-09-28 19:00:00,2023-09-28 19:35:00,CST,15,-
CHARLES BOSTON,1276022,U,2,2023-09-28 13:50:00,2023-09-28 17:55:00,2023-09-28 18:40:00,CST,245,-
CSS SHENANDOAH (TOW 2019),1300154,U,3,2023-09-28 12:23:00,2023-09-28 16:28:00,2023-09-28 17:18:00,CST,245,-
GEISMAR (TOW),0555297,U,2,2023-09-28 11:52:00,2023-09-28 12:05:00,2023-09-28 12:48:00,CST,13,-
LILLIANNE D,1301272,U,2,2023-09-28 10:25:00,2023-09-28 10:57:00,2023-09-28 11:45:00,CST,32,-
REBOUND,0286204,U,6,2023-09-28 07:12:00,2023-09-28 09:52:00,2023-09-28 10:45:00,CST,160,-
RANDOLPH C,1261475,U,3,2023-09-28 05:11:00,2023-09-28 08:32:00,2023-09-28 09:21:00,CST,201,-
MARY ENA DEVALL (TOW),0569520,D,2,2023-09-28 00:31:00,2023-09-28 07:20:00,2023-09-28 08:19:00,CST,409,-
HARRISON,1214850,U,2,2023-09-28 05:07:00,2023-09-28 06:22:00,2023-09-28 07:12:00,CST,75,-
CINCINNATI (TOW),1126162,D,2,2023-09-27 22:51:00,2023-09-28 05:00:00,2023-09-28 06:00:00,CST,369,-
CROCKETT,1292803,U,2,2023-09-27 23:28:00,2023-09-28 03:29:00,2023-09-28 04:37:00,CST,241,-
MAC ANDREW MCKINNEY (TOW),1234978,D,6,2023-09-27 22:31:00,2023-09-28 02:00:00,2023-09-28 03:15:00,CST,209,-
MON TA (TOW 70X24) 2012,1237633,U,6,2023-09-27 15:18:00,2023-09-28 01:00:00,2023-09-28 01:50:00,CST,582,-
SAINT CHARLES,0262063,D,3,2023-09-27 20:38:00,2023-09-27 23:30:00,2023-09-28 00:50:00,CST,172,-
SCF MARINE HWY,1250741,U,9,2023-09-27 13:46:00,2023-09-27 22:30:00,2023-09-27 23:20:00,CST,524,-
M/V LILLIAN LOUISE,1267422,D,2,2023-09-27 16:54:00,2023-09-27 21:15:00,2023-09-27 22:15:00,CST,261,-
GEISMAR (TOW),0555297,D,1,2023-09-27 20:41:00,2023-09-27 20:55:00,2023-09-27 22:08:00,CST,14,-
CAJUN HUSTLER (TOW),0527969,D,1,2023-09-27 19:15:00,2023-09-27 20:40:00,2023-09-27 22:05:00,CST,85,-
CHARLES E MARTIN (TOW),1107227,U,2,2023-09-27 11:17:00,2023-09-27 19:50:00,2023-09-27 20:30:00,CST,513,-
MS FRANCES (TOW 56X24),0637713,U,1,2023-09-27 19:26:00,2023-09-27 19:40:00,2023-09-27 20:28:00,CST,14,-
UNCLE BUD (TOW),1027533,U,1,2023-09-27 17:09:00,2023-09-27 19:25:00,2023-09-27 20:27:00,CST,136,-
AMMIE  (TOW 2010)95X30,1225687,D,2,2023-09-27 11:59:00,2023-09-27 18:20:00,2023-09-27 19:20:00,CST,381,-
RELENTLESS,0631130,U,6,2023-09-27 10:48:00,2023-09-27 17:12:00,2023-09-27 18:14:00,CST,384,-
COE LAFOURCHE (FED GOV),LAFOURC,D,0,2023-09-27 14:33:00,2023-09-27 16:16:00,2023-09-27 16:54:00,CST,103,-
RESPONDER,0543900,D,3,2023-09-27 10:39:00,2023-09-27 12:55:00,2023-09-27 13:50:00,CST,136,-
GEORGE ROWE (TOW),0912893,D,1,2023-09-27 10:35:00,2023-09-27 12:45:00,2023-09-27 13:40:00,CST,130,-
ALLIE BROOKE DEVALL,1214852,U,3,2023-09-27 06:26:00,2023-09-27 11:15:00,2023-09-27 12:29:00,CST,289,-
GEISMAR (TOW),0555297,D,0,2023-09-27 07:23:00,2023-09-27 07:50:00,2023-09-27 10:22:00,CST,27,-
ST CHARLES (TOW)76X35,1230767,U,4,2023-09-27 05:18:00,2023-09-27 06:45:00,2023-09-27 07:45:00,CST,87,-
PERCY JR,1276563,D,0,2023-09-27 06:15:00,2023-09-27 06:18:00,2023-09-27 06:41:00,CST,3,-
GEISMAR (TOW),0555297,U,1,2023-09-27 03:40:00,2023-09-27 05:45:00,2023-09-27 06:15:00,CST,125,-
